index,Symbol,Company name,Last price,Change,% change,Volume,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,Current Ratio,Debt to Current Asset
10,C07.SI,Jardine Cycle & Carriage Limited,17.95,0.05,0.28%,680300,159930,Consumer Cyclical,250000,"Jardine Cycle & Carriage Limited, an investment holding company, engages in automotive, financial services, heavy equipment, mining, construction and energy, agribusiness, infrastructure and logistics, information technology, and property businesses in Indonesia and internationally. It manufactures, assembles, distributes, and retails motor vehicles and motorcycles; retails used cars under the Republic Auto brand; distributes BYD electric forklifts; manufactures and distributes automotive components, as well as provides automotive rental, fleet management, and after-sales services; and offers motor vehicles and motorcycles consumer financing, heavy equipment financing, banking, and general and life insurance services. The company also supplies construction and mining equipment, as well as provides related after-sales services; offers coal mining contractor services; and distributes Komatsu heavy equipment. In addition, it is involved in cultivation, harvesting, processing, and production of crude palm oil; leasing business; development and management of toll roads; and provisions of logistics services, such as warehousing, freight forwarding, and seaport services. Further, the company provides document information and communication technology solutions; distributes Fuji Xerox office equipment; and develops office buildings, and residential and commercial projects. The company was formerly known as Cycle & Carriage Ltd. and changed its name to Jardine Cycle & Carriage Limited in 2004. The company was founded in 1899 and is based in Singapore. Jardine Cycle & Carriage Limited is a subsidiary of Jardine Strategic Singapore Pte Ltd.",Singapore,65 6473 3122,Singapore,http://www.jcclgroup.com,1,239 Alexandra Road,65 6475 7088,Auto Manufacturers,,17.9,17.83,20.712214,0.043575417,0.45520002,,18,,729218,,17.9,19.138,0.78,17.83,,729218,,,,1.08,1598918400,0.884337,,,17.8,2,SGD,9.397906,680300,,,,7192349696,,,796211,0.44871977,17.8,18,,0,680300,33.35,7.5104604,,3.34,16.58,17.9,FALSE,0.060500003,0,18,SES,Jardine,Jardine Cycle & Carriage Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C07.SI,finmb_874084,sg_market,,1.262,,0.04709,6.842,-0.43088144,,2.39,,395236000,,,16.995,,,,1577750400,0.069759995,754800000,1.91,,0.11441445,1.056193,0.75882006,1640908800,1593475200,,,94216426,20230690816,,,,,,0.307,,,,,,,,17.83,https://logo.clearbit.com/jcclgroup.com,1.266835523,0.172655288
11,C31.SI,CapitaLand Limited,2.75,0.01,0.36%,5222300,68912,Real Estate,10509,"CapitaLand Limited, together with its subsidiaries, develops, owns, leases, manages, and sells real estate properties in Singapore, rest of Asia, North America, Europe, the United Kingdom, and internationally. The company operates through CapitaLand Singapore & International, CapitaLand China, CapitaLand India, CapitaLand Lodging, and CapitaLand Financial segments. Its real estate portfolio includes commercial and retail properties; business parks; shopping malls; offices; homes; industrial and logistics properties; integrated and urban developments; and lodging and residential properties, as well as real estate investment trusts (REITs), business trusts, and private funds. The company also invests in real estate financial products and assets; and provides investment advisory and management services, as well as real estate asset management and trust management services. In addition, it offers management support and consultancy services. The company was formerly known as Pidemco Land Limited and changed its name to CapitaLand Limited in November 2000. CapitaLand Limited was founded in 1989 and is headquartered in Singapore. CapitaLand Limited is a subsidiary of CLA Real Estate Holdings Pte Ltd.",Singapore,65 6713 2888,Singapore,http://www.capitaland.com,1,"No. 30-01, Capital Tower",65 6713 2999,Real Estate—Development,168 Robinson Road,2.74,2.73,2.9369285,0.04379562,0.4651,,2.75,,6925950,,2.74,2.7688572,0.12,2.73,,6925950,,,,0.12,1594080000,0.928313,,,2.72,4,SGD,10.456273,5222300,,,,13995520000,,,9918486,2.2827137,2.72,2.75,,0,5222300,3.97,11.956522,,,2.56,2.74,FALSE,0.0438,0,2.75,SES,CapitaLand,CapitaLand Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C31.SI,finmb_2445778,sg_market,,9.253,,0.22135,21.26,-0.2361111,,0.23,,5052539904,,,4.731,,,,1577750400,0.68878,1357129984,0.263,,0.11441445,0.5812725,0.00104,1640908800,1593475200,,,2425975090,56732246016,,,,,,-0.917,,,,,,,,2.73,https://logo.clearbit.com/capitaland.com,1.52234092,1.285012947
12,C09.SI,City Developments Limited,7.98,0.03,0.38%,1280800,48619,Real Estate,15000,"City Developments Limited (CDL) is a leading global real estate operating company with a network spanning 103 locations in 29 countries and regions. Listed on the Singapore Exchange, the Group is one of the largest companies by market capitalisation. Its income-stable and geographically-diverse portfolio comprises residences, offices, hotels, serviced apartments, integrated developments and shopping malls. With a proven track record of over 55 years in real estate development, investment and management, CDL has developed over 43,000 homes and owns over 18 million square feet of lettable floor area globally. Its diversified global land bank offers 4.1 million square feet of developable gross floor area. The Group's London-based hotel arm, Millennium & Copthorne Hotels (M&C), is one of the world's largest hotel chains, with over 145 hotels worldwide, many in key gateway cities. Leveraging its deep expertise in developing and managing a diversified asset base, the Group is focused on enhancing the performance of its portfolio and strengthening its recurring income streams to deliver long-term sustainable value to shareholders. The Group is also developing a fund management business and targets to achieve US$5 billion in Assets Under Management (AUM) by 2023.",Singapore,65 687 78228,Singapore,http://www.cdl.com.sg,1,9 Raffles Place,65 622 32746,Real Estate—Development,Suite 12-01 Republic Plaza,7.95,7.9,8.157785,0.010062893,0.38279998,,8.03,,1272312,,7.95,8.112857,0.08,7.9,,1272312,,,,0.08,1593734400,1.342771,,,7.9,2,SGD,37.46479,1280800,,,,7273075712,,,1841451,2.5035534,7.9,8,,0,1280800,11.51,12.46875,,,6.11,7.98,FALSE,0.0101,0,8.03,SES,CityDev,City Developments Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C09.SI,finmb_410611,sg_market,,5.573,,0.07083,29.392,-0.19148934,,0.64,,906900992,,,11.657,,,,1577750400,0.18528,192872992,0.213,,0.11441445,0.6845672,0.57232,1640908800,1593475200,,,391264441,16190249984,,,,,,-0.99,,,,,,,,7.9,https://logo.clearbit.com/cdl.com.sg,2.754713356,0.532480471
13,N2IU.SI,Mapletree Commercial Trust,1.99,0.01,0.51%,9224300,117438,Real Estate,,"Mapletree Commercial Trust is a Singapore-focused real estate investment trust (ÂREITÂ) that invests on a long-term basis, directly or indirectly, in a diversified portfolio of income-producing real estate used primarily for office and/or retail purposes, whether wholly or partially, in Singapore, as well as real estate related assets. MCT's portfolio comprises VivoCity, Mapletree Business City, PSA Building, Mapletree Anson and MLHF. These five assets have a total NLA of 5.0 million square feet with a total value of S$8.9 billion.",Singapore,65 6377 6111,Singapore,http://www.mapletreecommercialtrust.com,1,10 Pasir Panjang Road,65 6274 3185,REIT—Retail,No. 13-01 Mapletree Business City,1.98,1.96,1.9308572,0.04040404,0.52889997,,1.99,,9036312,,1.98,1.92,0.08,1.96,,9036312,,,,0.04,1588118400,0.667469,,,1.95,4,SGD,11.242938,9224300,,,,6628033536,,,8205136,13.727611,1.95,1.99,,0,9224300,2.48,19.9,,5.22,1.46,1.98,FALSE,0.0183,0,1.99,SES,Mapletree Com Tr,Mapletree Commercial Trust,Asia/Singapore,SGT,FALSE,28800000,EQUITY,N2IU.SI,finmb_128241643,sg_market,,19.774,,1.12483,28.034,-0.08358276,,0.1,,3313939968,,,1.75,,,,1585612800,0.56700003,543094976,0.177,,0.11441445,1.1371429,0.02468,1648684800,1585612800,,,2018639842,9547427840,,,,,,-0.896,,,,,,,,1.96,https://logo.clearbit.com/mapletreecommercialtrust.com,0.797511344,40.75269643
14,C38U.SI,CapitaLand Mall Trust,1.97,-0.01,-0.51%,9510500,68912,Real Estate,,"CapitaLand Mall Trust (CMT) is the first real estate investment trust (REIT) listed on Singapore Exchange Securities Trading Limited (SGX-ST) in July 2002. At S$7.2 billion as at 30 June 2020, CMT is also the largest retail REIT by market capitalisation in Singapore. CMT owns and invests in quality income-producing assets which are used, or predominantly used, for retail purposes primarily in Singapore. CMT's 15 quality shopping malls, which are strategically located in the suburban areas and downtown core of Singapore, comprise Tampines Mall, Junction 8, Funan, IMM Building, Plaza Singapura, Bugis Junction, JCube, Raffles City Singapore (40.0% interest), Lot One Shoppers' Mall, 90 out of 91 strata lots in Bukit Panjang Plaza, The Atrium@Orchard, Clarke Quay, Bugis+, Bedok Mall and Westgate. As at 30 June 2020, CMT owns 10.9% interest in CapitaLand Retail China Trust, the first China shopping mall REIT listed on SGX-ST in December 2006. CMT is included in several indices. These include the FTSE4Good Index Series (FTSE4Good), iEdge SG ESG Indices, MSCI World Index, FTSE EPRA Nareit Global Real Estate Index Series and FTSE Straits Times Index. CMT is managed by CapitaLand Mall Trust Management Limited, which is a wholly owned subsidiary of Singapore-listed CapitaLand Limited, one of Asia's largest diversified real estate groups.",Singapore,65 6713 2888,Singapore,http://www.cmt.com.sg,1,168 Robinson Road,65 6713 2999,REIT—Retail,No. 30-01 Capital Tower,1.98,1.97,1.9538572,0.045959596,2.0537,,1.98,,14221850,,1.98,1.9165714,0.091,1.97,,14221850,,,,0.08,1595980800,0.553012,,,1.95,4,SGD,41.041668,9510500,,,,7382595072,,,14602022,10.213007,1.95,1.97,,0,9510500,2.67,16.416668,,5.27,1.49,1.96,FALSE,0.042600002,0,1.98,SES,CapitaMall Trust,CapitaLand Mall Trust,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C38U.SI,finmb_9875963,sg_market,,15.012,,0.24676001,23.958,-0.24809158,,0.12,,3690149888,,,2.011,,,,1577750400,0.58348,178376992,0.048,,0.11441445,0.9796122,0.024349999,1640908800,1593475200,,,1975967073,10851584000,,,,,,,,,,,,,,1.97,https://logo.clearbit.com/cmt.com.sg,1.109283441,6.418004211
15,C6L.SI,Singapore Airlines Limited,3.56,0.02,0.56%,3599800,819829,Industrials,27619,"Singapore Airlines Limited, together with subsidiaries, provides passenger and cargo air transportation services under the Singapore Airlines, SilkAir, and Scoot brands in East Asia, the Americas, Europe, South West Pacific, West Asia, and Africa. It operates through Singapore Airlines, SilkAir, Budget Aviation, and SIAEC segments. The company also offers engineering services, air charters, and tour wholesaling and related services, as well as trains pilots and refurbishes aircraft galleys. In addition, it provides aircraft maintenance services, including technical and non-technical handling at the airport; maintenance, repair, and overhaul of aircraft and cabin components/systems; repair and overhaul of hydromechanical equipment; line maintenance and ground handling; aviation insurance; and airframe maintenance and component overhaul services, as well as manufactures aircraft cabin parts and tooling for the aerospace industry. Further, the company offers marketing cargo community systems; marketing and supporting portal services for the air cargo industry; and reservation service systems, as well as travel-related retail services. Additionally, it provides travel booking and related services through an online portal. As of March 31, 2020, it operated a fleet of 203 aircraft, which include 196 passenger aircrafts and 7 freighters. The company was founded in 1947 and is headquartered in Singapore. Singapore Airlines Limited is a subsidiary of Temasek Holdings (Private) Limited.",Singapore,65 6223 8888,Singapore,http://www.singaporeair.com,1,Airline House,65 6546 7469,Airlines,25 Airline Road,3.54,3.52,4.6947784,0.02259887,,,3.57,,5580737,,3.54,3.6048572,0.08,3.52,,5580737,,,,0.21,1573689600,0.519277,,,3.51,4,SGD,,3599800,,,,10555292672,,,7358140,0.660701,3.51,3.56,,0,3599800,9.49,5.393939,,3.49,3.2,3.55,FALSE,0.059699997,0,3.57,SES,SIA,Singapore Airlines Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C6L.SI,finmb_664951,sg_market,,1.236,,-0.01327,10.686,-0.61092895,,0.66,,2964969984,,,7.859,,,,1585612800,0.63821,-212000000,-0.179,,0.11441445,0.45298383,0.00352,1648684800,1585612800,,,1316025748,19745042432,,,,,,,,,,,,,,3.52,https://logo.clearbit.com/singaporeair.com,0.906402061,
16,V03.SI,Venture Corporation Limited,19.2,-0.11,-0.57%,736900,569873,Technology,12000,"Venture Corporation Limited provides technology solutions, products, and services in Singapore and internationally. The company operates through Advanced Manufacturing & Design Solutions, and Technology Products & Design Solutions segments. It engages in the design, manufacture, assemble, and distribution of electronic, and other computer products and peripherals; manufacture and sale of terminal units; manufacturing and trading of mechanical products; development and marketing of color imaging products for label printing; and design, integration, and trading of electronic security systems and products. The company is also involved in the provision of electronics services; engineering, customization, logistics, and repair services; information system development and support services; design solutions and services; administrative and technical, and management services. In addition, it engages in the manufacture, design, fabrication, stamping and injection, metal punching, and spraying of industrial metal parts, tools, and dies; design, customization, and marketing of tool-making and precision engineering solutions; manufacture of plastic injection molds and moldings with secondary processes and subassembly; manufacture of high technology products; and import and export of electronic parts, components, equipment, devices, and instruments. Venture Corporation Limited was incorporated in 1984 and is headquartered in Singapore.",Singapore,65 6482 1755,Singapore,http://www.venture.com.sg,1,5006 Ang Mo Kio Avenue 5,65 6482 0122,Electronic Components,No. 05-01/12 TECHplace II,19.31,19.05,16.547285,0.03883998,0.65239996,,19.3,,1172762,,19.31,19.287714,0.75,19.05,,1172762,,,,0.75,1599177600,0.869277,,,19.05,2,SGD,17.893757,736900,,,,5563373056,,,1368510,1.7567241,19.05,19.2,,0,736900,20.75,14.222222,,4.45,12.52,19.19,FALSE,0.039100002,0,19.3,SES,Venture,Venture Corporation Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,V03.SI,finmb_36204,sg_market,,1.499,,0.09851,12.779,0.20527315,,1.35,,289759008,,,8.755,,,,1577750400,0.41942,311963008,1.073,,0.11441445,2.1930325,0.08578,1640908800,1593475200,,,265183301,4745994752,,,,,,-0.227,,,,,,,,19.05,https://logo.clearbit.com/venture.com.sg,2.359636962,
17,C61U.SI,CapitaLand Commercial Trust,1.68,-0.01,-0.59%,9267600,68912,Real Estate,,"CapitaLand Commercial Trust (CCT) is Singapore's first and largest listed commercial real estate investment trust (REIT) with a market capitalisation of approximately S$6.5 billion as at 30 June 2020. Listed on Singapore Exchange Securities Trading Limited (SGX-ST) since May 2004, CCT aims to own and invest in real estate and real estate-related assets which are income-producing and predominantly used for commercial purposes. CCT's deposited property is approximately S$11.6 billion as at 30 June 2020 comprising a portfolio of eight prime commercial properties in Singapore and two properties in Frankfurt, Germany. The properties in Singapore are Capital Tower, CapitaGreen, Asia Square Tower 2, Six Battery Road, Raffles City (60.0% interest through RCS Trust), One George Street (50.0% interest through OGS LLP), 21 Collyer Quay and CapitaSpring (45.0% interest through Glory Office Trust and Glory SR Trust), an upcoming 51-storey integrated development in Raffles Place. The properties in Germany are Gallileo (94.9% interest), in the Banking District of Frankfurt, and Main Airport Center (94.9% interest) near Frankfurt Airport. CCT is included in several indices. These include the Morgan Stanley Capital International, Inc (MSCI) Index, MSCI World ESG Leaders Index, FTSE4Good Index Series (FTSE4Good), the FTSE EPRA Nareit Global Real Estate Index Series, the iEdge SGX Sustainability Index and FTSE Straits Times Index. CCT is managed by CapitaLand Commercial Trust Management Limited, which is a wholly owned subsidiary of Singapore-listed CapitaLand Limited, one of Asia's largest diversified real estate groups.",Singapore,65 6713 2888,Singapore,http://www.cct.com.sg,1,No. 30-01 Capital Tower,65 6713 2999,REIT—Office,168 Robinson Road,1.69,1.69,1.6675,0.046153847,2.6041,,1.7,,9566425,,1.69,1.6465714,0.078,1.69,,9566425,,,,0.07,1596067200,0.657831,,,1.67,4,SGD,49.411762,9267600,,,,6566598656,,,11131810,16.094763,1.67,1.69,,0,9267600,2.2,18.666666,,4.77,1.3,1.68,FALSE,0.0395,0,1.7,SES,CapitaCom Trust,CapitaLand Commercial Trust,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C61U.SI,finmb_11902064,sg_market,,22.507,,0.32235,31.581,-0.21126765,,0.09,,3861880064,,,1.791,,,,1577750400,0.57854,131519000,0.034,,0.11441445,0.9380234,0.00541,1640908800,1593475200,,,2883315342,9182610432,,,,,,,,,,,,,,1.69,https://logo.clearbit.com/cct.com.sg,0.85475641,13.1653266
18,C52.SI,ComfortDelGro Corporation Limited,1.5,0.01,0.67%,8771800,579701,Industrials,24513,"ComfortDelGro Corporation Limited, an investment holding company, provides public transport services in Singapore. It operates through seven segments: Public Transport Services, Taxi, Automotive Engineering Services, Inspection and Testing Services, Driving Centre, Car Rental and Leasing, and Bus Station. The company offers bus, rail, and commuter services; taxi and coach rental, and related advertisement services; vehicular maintenance and repair services; specialized vehicles construction services; assembly of bus bodies; crash repair services; and engineering services, as well as sells diesel and petrol. It is also involved in the provision motor vehicle inspection, non-vehicle testing, inspection, and consultancy services; operation of taxi bureau and driving schools; and renting and leasing of cars. In addition, the company offers public and charter bus, taxi booking, building inspection, technology, and terminal services; and operates workshops for repairing, servicing, and general maintenance of motor vehicles. Further, the company offers insurance broking, risk management, claims management, and other services; charge card facilities; accident and other repair and maintenance services; and nonemergency transportation services to patients. As of February 14, 2020, it operated a fleet of 41,600 buses, taxis, and rental vehicles. The company also operates in the United Kingdom, Ireland, Australia, China, Vietnam, and Malaysia. ComfortDelGro Corporation Limited was founded in 2003 and is headquartered in Singapore.",Singapore,65 6383 8833,Singapore,http://www.comfortdelgro.com,1,205 Braddell Road,65 6287 0311,Railroads,,1.49,1.5,1.5352143,0.03557047,1.8863001,,1.51,,11011825,,1.49,1.4277142,0.053,1.5,,11011825,,,,0.11,1590969600,0.790361,,,1.48,4,SGD,28.846153,8771800,,,,3185955072,,,17303181,0.9088706,1.48,1.51,,0,8771800,2.48,10,,4.38,1.32,1.5,FALSE,0.071,0,1.51,SES,ComfortDelGro,ComfortDelGro Corporation Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,C52.SI,finmb_6256800,sg_market,,1.104,,0.03218,5.99,-0.3902439,,0.15,,2166729984,,,1.143,,,,1577750400,0.35636002,112800000,0.052,,0.11441445,1.312336,0.07599,1640908800,1593475200,,,2133453865,3869602304,,,,,,,,,,,,,,1.5,https://logo.clearbit.com/comfortdelgro.com,1.204138595,0.228119255
19,F34.SI,Wilmar International Limited,4.2,0.03,0.72%,13290200,88830,Consumer Defensive,90000,"Wilmar International Limited operates as an agribusiness company in Singapore and internationally. The company operates through four segments: Tropical Oils, Oilseeds and Grains, Sugar, and Others. It engages in the oil palm cultivation, harvesting, and milling activities that primarily offer crude palm oil and palm kernel. As of December 31, 2019, the company owned an oil palm plantation covering an area of 232,940 hectares in Indonesia, East Malaysia, and Africa. It is also involved in processing, merchandising, branding, and distributing palm oil and laurics related products, including oleochemicals, specialty fats, and biodiesel; and oilseed products, such as soybean, rapeseed, groundnut, sunflower seed, sesame seed, cottonseed, corn, and rice bran oil products. In addition, the company produces and markets edible oil, rice, flour, grains, sauces, condiments, and noodles to traditional retail outlets, supermarkets, convenience stores, and hypermarts. Further, it engages in milling, refining, merchandising, branding, and distributing white sugar, brown sugar, caster sugar, and syrups, as well as molasses; the generation, distribution, and sale of electricity; the manufacture and sale of bioethanol, as well as nitrogen, phosphorus, and potassium compound fertilizers; and the distribution of chemicals, as well as in ship-owning, chartering, brokering, and management activities. Additionally, it offers agriculture and technical services; and management consulting services. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",Singapore,65 6216 0244,Singapore,http://www.wilmar-international.com,1,56 Neil Road,,Farm Products,,4.17,4.17,3.948357,0.023741007,0.3973,,4.2,,10811687,,4.17,4.525429,0.099,4.17,,10811687,,,,0.14,1597708800,0.894578,,,4.09,4,SGD,17.87234,13290200,,,,26697465856,,,13543720,0.5923331,4.09,4.2,,0,13290200,4.95,20.999998,,2.62,2.83,4.19,FALSE,0.0324,0,4.2,SES,Wilmar Intl,Wilmar International Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,F34.SI,finmb_5467851,sg_market,,1.064,,0.0332,15.856,0.08527136,,0.2,,6356539904,,,2.593,,,,1577750400,0.06274,1438585984,0.235,,0.11441445,1.6197455,0.71161,1640908800,1593475200,,,1963666429,47975436288,,,,,,1.024,,,,,,,,4.17,https://logo.clearbit.com/wilmar-international.com,1.162198907,0.359358707
20,G13.SI,Genting Singapore Limited,0.675,-0.005,-0.74%,26070300,98270,Consumer Cyclical,,"Genting Singapore Limited engages in the development, management, and operation of integrated resort destinations in Asia. Its integrated resort destinations comprise gaming, attractions, hospitality, MICE, leisure, and entertainment facilities. The company primarily owns Resorts World Sentosa, a destination resort, which offers a casino, S.E.A. Aquarium, Adventure Cove Waterpark, Universal Studios Singapore Theme Park, hotels, MICE facilities, restaurants, SPA, and specialty retail outlets. It also engages in the operation of casinos; and provision of sales and marketing support services to leisure and hospitality related businesses, as well as in the investment activities. The company was incorporated in 1984 and is headquartered in Singapore. Genting Singapore Limited is a subsidiary of Genting Overseas Holdings Limited.",Singapore,65 6577 8888,Singapore,http://www.gentingsingapore.com,1,10 Sentosa Gateway,65 6577 8890,Resorts & Casinos,Resorts World Sentosa,0.68,0.675,0.7361071,0.036764707,2.439,,0.68,,21032212,,0.68,0.70714283,0.025,0.675,,21032212,,,,0.04,1591747200,1.096385,,,0.67,4,SGD,16.1875,26070300,,,,8143739904,,,26931495,4.9312067,0.67,0.68,,0,26070300,0.96,9.642858,,3.07,0.51,0.675,FALSE,0.059299998,0,0.68,SES,Genting,Genting Singapore Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,G13.SI,finmb_877579,sg_market,,2.818,,0.11991999,8.313,-0.24999994,,0.07,,12064799744,,,0.634,,,,1577750400,0.07026,198044992,0.016,,0.11441445,1.0646688,0.52803004,1640908800,1593475200,,,5678059165,4653075456,,,,,,,,,,,,,,0.675,https://logo.clearbit.com/gentingsingapore.com,9.233307936,0.198692494
21,U96.SI,Sembcorp Industries Ltd,1.18,-0.01,-0.84%,11340400,179360,Industrials,16482,"Sembcorp Industries Ltd, an investment holding company, engages in the energy, marine, urban, and other businesses. The company's Energy segment provides power and water to industrial, commercial, and municipal customers. Its activities in the power sector include power generation and process steam production, as well as natural gas importation; and in water sector comprise wastewater treatment, and production and supply of reclaimed, desalinated, and potable water, as well as water for industrial use. This segment also offers on-site logistics, solid waste management, specialized project management, engineering, and procurement services. Its Marine segment provides integrated solutions for the offshore and marine industry, including rigs and floaters, repairs and upgrades, and offshore platforms and specialized shipbuilding. The company's Urban segment owns, develops, markets, and manages integrated urban developments comprising industrial parks, as well as business, commercial, and residential spaces. Its Others/Corporate segment is involved in the businesses relating to minting, design, and construction activities; and offshore engineering and others. Sembcorp Industries Ltd also engages in the terminalling and storage of petroleum products and chemicals. The company was formerly known as Minaret Limited and changed its name to Sembcorp Industries Ltd in July 1998. Sembcorp Industries Ltd was incorporated in 1998 and is headquartered in Singapore.",Singapore,65 6723 3113,Singapore,http://www.sembcorp.com,1,"No. 05-04, 30 Hill Street",65 6822 3254,Conglomerates,,1.19,1.2,1.6845477,0.025210083,,,1.21,,22073949,,1.19,1.7047622,0.03,1.2,,22073949,,,,0.06,1590451200,1.098795,,,1.17,4,SGD,,11340400,,,,2107987200,,,7854426,0.25428072,1.17,1.18,,,11340400,2.36,,,2.75,0.947064,1.18,FALSE,0.0508,,1.21,SES,Sembcorp Ind,Sembcorp Industries Ltd,Asia/Singapore,SGT,FALSE,28800000,EQUITY,U96.SI,finmb_882833,sg_market,,1.614,,-0.00905,14.853,-0.46606338,,,,1786429952,,,3.191,,,,1577750400,0.57485,-110000000,-0.062,,0.11441445,0.36979002,0.00656,1640908800,1593475200,,,889502007,13382978560,,,,,,,,,,,,,,1.2,https://logo.clearbit.com/sembcorp.com,1.267422332,1.207485975
22,Z74.SI,Singapore Telecommunications Limited,2.25,0.02,0.90%,13345200,239732,Communication Services,23080,"Singapore Telecommunications Limited provides communication, infotainment, and technology services to consumers and small businesses in Singapore, Australia, the United States, and internationally. It operates through three segments: Group Consumer, Group Enterprise, and Group Digital Life. The company engages in the carriage business, including mobile, pay television, fixed broadband, and voice, as well as telecommunication equipment sales; mobile financial, and gaming and digital content business; and digital marketing, and advanced analytics and intelligence businesses. It offers mobile, fixed voice and data, managed, cloud computing, cybersecurity, IT services, and professional consulting services; ICT solutions and marketing technology; Internet advertising solutions; lifestyle services; regional premium over-the-top video service; facilities management and consultancy; technical and management consultancy; money remittance; information security services and products; fund management; satellite capacity for telecommunications and video broadcasting services; storage facilities for submarine telecommunication cables and related equipment; handset insurance and related services; and billing and communication engineering services. In addition, the company operates a venture capital fund that focuses its investments on technologies and solutions; distributes prepaid mobile, and specialized telecommunications and data communication products; and operates and maintains fiber optic network. Further, it offers inSing.com that provides hyper-local content, user reviews, and editorials, as well as business or service information; and Trustwave that enables businesses to fight cybercrime, protect data, and reduce security risk. Singapore Telecommunications Limited has a collaboration with Nokia Software to develop and trial 5G network slicing capabilities based on a network as a service approach. The company was incorporated in 1992 and is headquartered in Singapore.",Singapore,65 6838 3388,Singapore,http://www.singtel.com,1,31 Exeter Road,65 6732 8428,Telecom Services,No. 19-00 Comcentre,2.23,2.23,2.5715,0.05470852,2.6676998,,2.25,,20129100,,2.23,2.3554285,0.122,2.23,,20129100,,,,0.11,1596499200,0.666265,,,2.22,4,SGD,34.090908,13345200,,,,36740698112,,,26051786,2.221015,2.22,2.25,,0,13345200,3.48,10.714286,,5.16,2.19,2.25,FALSE,0.0484,0,2.25,SES,Singtel,Singapore Telecommunications Limited,Asia/Singapore,SGT,FALSE,28800000,EQUITY,Z74.SI,finmb_112384,sg_market,,3.026,,0.064959995,12.122,-0.2990654,,0.21,,16329199616,,,1.641,,,,1585612800,0.66162,1074599936,0.066,,0.11441445,1.3711151,0.05128,1648684800,1585612800,,,7763321681,50057302016,,,,,,-0.257,,,,,,,,2.23,https://logo.clearbit.com/singtel.com,0.638191172,1.856814533
