index,Symbol,Company name,Last price,Change,% change,Volume,zip,sector,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,fullTimeEmployees,Current Ratio,Debt to Current Asset
10,C07.SI,Jardine Cycle & Carriage Limited,18.35,-0.1,-0.54%,582600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C61U.SI,CapitaLand Commercial Trust,1.74,-0.01,-0.57%,17332000,68912,Real Estate,"CapitaLand Commercial Trust (CCT) is Singapore's first and largest listed commercial real estate investment trust (REIT) with a market capitalisation of approximately S$6.5 billion as at 30 June 2020. Listed on Singapore Exchange Securities Trading Limited (SGX-ST) since May 2004, CCT aims to own and invest in real estate and real estate-related assets which are income-producing and predominantly used for commercial purposes. CCT's deposited property is approximately S$11.6 billion as at 30 June 2020 comprising a portfolio of eight prime commercial properties in Singapore and two properties in Frankfurt, Germany. The properties in Singapore are Capital Tower, CapitaGreen, Asia Square Tower 2, Six Battery Road, Raffles City (60.0% interest through RCS Trust), One George Street (50.0% interest through OGS LLP), 21 Collyer Quay and CapitaSpring (45.0% interest through Glory Office Trust and Glory SR Trust), an upcoming 51-storey integrated development in Raffles Place. The properties in Germany are Gallileo (94.9% interest), in the Banking District of Frankfurt, and Main Airport Center (94.9% interest) near Frankfurt Airport. CCT is included in several indices. These include the Morgan Stanley Capital International, Inc (MSCI) Index, MSCI World ESG Leaders Index, FTSE4Good Index Series (FTSE4Good), the FTSE EPRA Nareit Global Real Estate Index Series, the iEdge SGX Sustainability Index and FTSE Straits Times Index. CCT is managed by CapitaLand Commercial Trust Management Limited, which is a wholly owned subsidiary of Singapore-listed CapitaLand Limited, one of Asia's largest diversified real estate groups.",Singapore,65 6713 2888,Singapore,http://www.cct.com.sg,1.0,No. 30-01 Capital Tower,65 6713 2999,REIT—Office,168 Robinson Road,1.75,1.75,1.6611428,0.04457143,2.6041,,1.77,,11678287.0,,1.75,1.6491429,0.078,1.75,,11678287.0,,,,0.07,1596067200.0,0.657831,,,1.72,4.0,SGD,51.176468,17332000.0,,,,6801120256.0,,,11040524.0,16.669577,1.72,1.74,,0.0,17332000.0,2.2,19.333332,,4.77,1.3,1.73,False,0.038599998,0.0,1.77,SES,CapitaCom Trust,CapitaLand Commercial Trust,Asia/Singapore,SGT,False,28800000,EQUITY,C61U.SI,finmb_11902064,sg_market,,22.507,,0.32235,31.581,-0.17452824,,0.09,,3861880064.0,,,1.791,,,,1577750400.0,0.57854,131519000.0,0.034,,0.121969104,0.9715243,0.00541,1640908800.0,1593475200.0,,,2883315342.0,9182610432.0,,,,,,,,,,,,,,1.75,https://logo.clearbit.com/cct.com.sg,,,
12,C31.SI,CapitaLand Limited,2.72,-0.02,-0.73%,15273200,068912,Real Estate,"CapitaLand Limited, together with its subsidiaries, develops, owns, leases, manages, and sells real estate properties in Singapore, rest of Asia, North America, Europe, the United Kingdom, and internationally. The company operates through CapitaLand Singapore & International, CapitaLand China, CapitaLand India, CapitaLand Lodging, and CapitaLand Financial segments. Its real estate portfolio includes commercial and retail properties; business parks; shopping malls; offices; homes; industrial and logistics properties; integrated and urban developments; and lodging and residential properties, as well as real estate investment trusts (REITs), business trusts, and private funds. The company also invests in real estate financial products and assets; and provides investment advisory and management services, as well as real estate asset management and trust management services. In addition, it offers management support and consultancy services. The company was formerly known as Pidemco Land Limited and changed its name to CapitaLand Limited in November 2000. CapitaLand Limited was founded in 1989 and is headquartered in Singapore. CapitaLand Limited is a subsidiary of CLA Real Estate Holdings Pte Ltd.",Singapore,65 6713 2888,Singapore,http://www.capitaland.com,1.0,"No. 30-01, Capital Tower",65 6713 2999,Real Estate—Development,168 Robinson Road,2.74,2.74,2.9110715,0.04379562,0.4651,,2.76,,6070835.0,,2.74,2.762,0.12,2.74,,6070835.0,,,,0.12,1594080000.0,0.928313,,,2.71,4.0,SGD,10.342205,15273200.0,,,,13842841600.0,,,9545043.0,2.2578113,2.71,2.72,,0.0,15273200.0,3.97,11.826087,,,2.56,2.71,False,0.044099998,0.0,2.76,SES,CapitaLand,CapitaLand Limited,Asia/Singapore,SGT,False,28800000,EQUITY,C31.SI,finmb_2445778,sg_market,,9.253,,0.22135,21.26,-0.22379601,,0.23,,5052539904.0,,,4.731,,,,1577750400.0,0.68878,1357129984.0,0.263,,0.121969104,0.5749313,0.00104,1640908800.0,1593475200.0,,,2425975090.0,56732246016.0,,,,,,-0.917,,,,,,,,2.74,https://logo.clearbit.com/capitaland.com,10509.0,,
13,Y92.SI,Thai Beverage Public Company Limited,0.605,-0.005,-0.82%,28739600,10900,Consumer Defensive,"Thai Beverage Public Company Limited, together with its subsidiaries, produces and distributes alcoholic and non-alcoholic beverages, and food products in Thailand, Vietnam, and internationally. The company operates through Spirits, Beer, Non-Alcoholic Beverages, and Food segments. It offers liquor, beer, malt, and yeast products; spirits, including brown spirits, white spirits, herbs, and other products; and non-alcoholic beverages comprising drinking and soda water, electrolyte beverages, energy drinks, green and herbal tea, ready-to-drink coffee, carbonated soft drinks, isotonics, soya drinks, Asian and sparkling drinks, coconut water, cordials, pasteurized milk, UHT milk, sterilized milk, yoghurt, canned milk, pasteurized juice, ready-to-drink juice, ice cream, and cereal bars. The company also provides chilled and frozen food products, and snack products, as well as canned food products; and fertilizers and feeds, bricks, and oak barrels. In addition, it is involved in the trading of molasses; provision of transportation and distribution, advertising and marketing, consultancy, asset and brands management, public cold storage, and human resources and organization development services; operation of Japanese restaurants, bakeries, and social enterprise; and production and distribution of biogas. Further, the company is involved in the trading of bottles and supplies; wholesale and distribution of beverages; and production of plastic packaging and related businesses. Additionally, it engages in asset management activities; development and investment in properties; mechanical equipment manufacturing; warehousing business; trading of chemical and packaging materials; manufacture of equipment used in food manufacturing; and installation and maintenance of machinery system and equipment. Thai Beverage Public Company Limited was founded in 2003 and is based in Bangkok, Thailand.",Bangkok,66 2 785 5555,Thailand,http://www.thaibev.com,1.0,14 Vibhavadi Rangsit Road,66 2 785 5882,Beverages—Wineries & Distilleries,Chomphon Sub-District Chatuchak District,0.61,0.61,0.6564643,0.019672131,0.5223,,0.62,,27807662.0,,0.61,0.6117143,0.012,0.61,,27807662.0,,,,0.02,1590537600.0,0.9,,,0.605,4.0,SGD,27.500002,28739600.0,,,,15194998784.0,,,37522121.0,,0.605,0.61,,0.0,28739600.0,0.93,15.125001,,2.88,0.49,0.605,False,0.031400003,0.0,0.62,SES,ThaiBev,Thai Beverage Public Company Limited,Asia/Singapore,SGT,False,28800000,EQUITY,Y92.SI,finmb_27339980,sg_market,,,,0.08952,,-0.31843573,,0.04,,25115699200.0,,,0.146,,,,1569801600.0,0.07616,,0.022,,0.121969104,4.143836,0.71522003,1632960000.0,1585612800.0,,,7374474667.0,15069425664.0,,,,,,-0.145,,,,,,,,0.61,https://logo.clearbit.com/thaibev.com,,,
14,V03.SI,Venture Corporation Limited,19.26,0.16,+0.84%,1192500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C6L.SI,Singapore Airlines Limited,3.5,-0.03,-0.85%,6211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Z74.SI,Singapore Telecommunications Limited,2.21,-0.02,-0.90%,27290600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,T39.SI,Singapore Press Holdings Limited,1.07,0.01,+0.94%,8928000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C38U.SI,CapitaLand Mall Trust,2.03,-0.02,-0.98%,20238000,068912,Real Estate,"CapitaLand Mall Trust (CMT) is the first real estate investment trust (REIT) listed on Singapore Exchange Securities Trading Limited (SGX-ST) in July 2002. At S$7.2 billion as at 30 June 2020, CMT is also the largest retail REIT by market capitalisation in Singapore. CMT owns and invests in quality income-producing assets which are used, or predominantly used, for retail purposes primarily in Singapore. CMT's 15 quality shopping malls, which are strategically located in the suburban areas and downtown core of Singapore, comprise Tampines Mall, Junction 8, Funan, IMM Building, Plaza Singapura, Bugis Junction, JCube, Raffles City Singapore (40.0% interest), Lot One Shoppers' Mall, 90 out of 91 strata lots in Bukit Panjang Plaza, The Atrium@Orchard, Clarke Quay, Bugis+, Bedok Mall and Westgate. As at 30 June 2020, CMT owns 10.9% interest in CapitaLand Retail China Trust, the first China shopping mall REIT listed on SGX-ST in December 2006. CMT is included in several indices. These include the FTSE4Good Index Series (FTSE4Good), iEdge SG ESG Indices, MSCI World Index, FTSE EPRA Nareit Global Real Estate Index Series and FTSE Straits Times Index. CMT is managed by CapitaLand Mall Trust Management Limited, which is a wholly owned subsidiary of Singapore-listed CapitaLand Limited, one of Asia's largest diversified real estate groups.",Singapore,65 6713 2888,Singapore,http://www.cmt.com.sg,1.0,168 Robinson Road,65 6713 2999,REIT—Retail,No. 30-01 Capital Tower,2.05,2.05,1.9435,0.044390243,2.0537,,2.06,,13924275.0,,2.05,1.9228572,0.091,2.05,,13924275.0,,,,0.08,1595980800.0,0.553012,,,2.02,4.0,SGD,42.291664,20238000.0,,,,7607444992.0,,,14226137.0,10.524062,2.02,2.03,,0.0,20238000.0,2.67,16.916666,,5.27,1.49,2.02,False,0.0414,0.0,2.06,SES,CapitaMall Trust,CapitaLand Mall Trust,Asia/Singapore,SGT,False,28800000,EQUITY,C38U.SI,finmb_9875963,sg_market,,15.012,,0.24676001,23.958,-0.21455938,,0.12,,3690149888.0,,,2.011,,,,1577750400.0,0.58348,178376992.0,0.048,,0.121969104,1.009448,0.024349999,1640908800.0,1593475200.0,,,1975967073.0,10851584000.0,,,,,,,,,,,,,,2.05,https://logo.clearbit.com/cmt.com.sg,,,
19,C52.SI,ComfortDelGro Corporation Limited,1.48,-0.02,-1.33%,14561600,579701,Industrials,"ComfortDelGro Corporation Limited, an investment holding company, provides public transport services in Singapore. It operates through seven segments: Public Transport Services, Taxi, Automotive Engineering Services, Inspection and Testing Services, Driving Centre, Car Rental and Leasing, and Bus Station. The company offers bus, rail, and commuter services; taxi and coach rental, and related advertisement services; vehicular maintenance and repair services; specialized vehicles construction services; assembly of bus bodies; crash repair services; and engineering services, as well as sells diesel and petrol. It is also involved in the provision motor vehicle inspection, non-vehicle testing, inspection, and consultancy services; operation of taxi bureau and driving schools; and renting and leasing of cars. In addition, the company offers public and charter bus, taxi booking, building inspection, technology, and terminal services; and operates workshops for repairing, servicing, and general maintenance of motor vehicles. Further, the company offers insurance broking, risk management, claims management, and other services; charge card facilities; accident and other repair and maintenance services; and nonemergency transportation services to patients. As of February 14, 2020, it operated a fleet of 41,600 buses, taxis, and rental vehicles. The company also operates in the United Kingdom, Ireland, Australia, China, Vietnam, and Malaysia. ComfortDelGro Corporation Limited was founded in 2003 and is headquartered in Singapore.",Singapore,65 6383 8833,Singapore,http://www.comfortdelgro.com,1.0,205 Braddell Road,65 6287 0311,Railroads,,1.5,1.49,1.5212142,0.03533333,1.8863001,,1.51,,11179075.0,,1.5,1.4428571,0.053,1.49,,11179075.0,,,,0.11,1590969600.0,0.790361,,,1.48,4.0,SGD,28.461538,14561600.0,,,,3143475712.0,,,15843456.0,0.89675236,1.48,1.49,,0.0,14561600.0,2.47,9.866667,,4.38,1.32,1.48,False,0.0692,0.0,1.51,SES,ComfortDelGro,ComfortDelGro Corporation Limited,Asia/Singapore,SGT,False,28800000,EQUITY,C52.SI,finmb_6256800,sg_market,,1.104,,0.03218,5.99,-0.38524592,,0.15,,2166729984.0,,,1.143,,,,1577750400.0,0.35636002,112800000.0,0.052,,0.121969104,1.2948382,0.07599,1640908800.0,1593475200.0,,,2133453865.0,3869602304.0,,,,,,,,,,,,,,1.49,https://logo.clearbit.com/comfortdelgro.com,24513.0,,
20,S58.SI,SATS Ltd.,2.86,-0.04,-1.38%,2789200,819659,Industrials,"SATS Ltd., an investment holding company, provides gateway services and food solutions in Singapore, Japan, and internationally. It operates in three segments: Food Solutions, Gateway Services, and Others. The company offers food solutions, including inflight and institutional catering; chilled, frozen, and retort food manufacturing; hospitality; and airline linen and laundry services. It also provides airport and cruise terminal services, including ground and cargo handling, passenger and security, baggage handling, apron, and cargo logistics services. In addition, the company offers airport cargo delivery management, food processing and distribution, business development and marketing, product development, travel facilitation, abattoir, pig auctioning, land logistics, beverage, and remote catering services, as well as technical and management services for agriÂfood business. Further, it is involved in the management of international cruise terminals; manufacture and sale of frozen foodstuffs; preparation and sale of inflight meals, frozen foods, seafood, meat and rice products, and vegetables and fruits; manufacture and sale of dry ice and ice cubes; sale of refrigerant and packaging material; and provision of manpower to inflight catering operators, as well as premises rental, and housekeeping and other allied services. The company serves airline, hospitality, healthcare, food, and airfreight and logistics industries, as well as government. The company was formerly known as Singapore Airport Terminal Services Limited. SATS Ltd. was founded in 1972 and is based in Singapore.",Singapore,65 6542 5555,Singapore,http://www.sats.com.sg,1.0,20 Airport Boulevard,,Airports & Air Services,SATS Inflight Catering Centre 1,2.9,2.9,3.0348573,0.020689653,3.0645,,2.91,,2620750.0,,2.9,2.8934286,0.06,2.9,,2620750.0,,,,0.19,1574640000.0,0.72771,,,2.86,4.0,SGD,46.129032,2789200.0,,,,3200711680.0,,,5248410.0,1.8989686,2.86,2.87,,0.0,2789200.0,5.17,11.44,,3.79,2.52,2.86,False,0.0655,0.0,2.91,SES,SATS,SATS Ltd.,Asia/Singapore,SGT,False,28800000,EQUITY,S58.SI,finmb_2445833,sg_market,,2.066,,0.04153,13.78,-0.4045174,,0.25,,1119129984.0,,,1.411,,,,1585612800.0,0.58011,70000000.0,0.062,,0.121969104,2.026931,0.00963,1648684800.0,1593475200.0,,,661304256.0,3482192384.0,,,,,,,,,,,,,,2.9,https://logo.clearbit.com/sats.com.sg,16700.0,,
21,N2IU.SI,Mapletree Commercial Trust,2.02,-0.03,-1.46%,17110600,117438,Real Estate,"Mapletree Commercial Trust is a Singapore-focused real estate investment trust (ÂREITÂ) that invests on a long-term basis, directly or indirectly, in a diversified portfolio of income-producing real estate used primarily for office and/or retail purposes, whether wholly or partially, in Singapore, as well as real estate related assets. MCT's portfolio comprises VivoCity, Mapletree Business City, PSA Building, Mapletree Anson and MLHF. These five assets have a total NLA of 5.0 million square feet with a total value of S$8.9 billion.",Singapore,65 6377 6111,Singapore,http://www.mapletreecommercialtrust.com,1.0,10 Pasir Panjang Road,65 6274 3185,REIT—Retail,No. 13-01 Mapletree Business City,2.05,2.07,1.9251429,0.03902439,0.52889997,,2.09,,8389487.0,,2.05,1.9322857,0.08,2.07,,8389487.0,,,,0.04,1588118400.0,0.667469,,,2.02,4.0,SGD,11.412429,17110600.0,,,,6727953408.0,,,7933560.0,13.934559,2.02,2.03,,0.0,17110600.0,2.48,20.199999,,5.22,1.46,2.02,False,0.0178,0.0,2.09,SES,Mapletree Com Tr,Mapletree Commercial Trust,Asia/Singapore,SGT,False,28800000,EQUITY,N2IU.SI,finmb_128241643,sg_market,,19.774,,1.12483,28.034,-0.10129899,,0.1,,3313939968.0,,,1.75,,,,1585612800.0,0.56700003,543094976.0,0.177,,0.121969104,1.1542857,0.02468,1648684800.0,1585612800.0,,,2018639842.0,9547427840.0,,,,,,-0.896,,,,,,,,2.07,https://logo.clearbit.com/mapletreecommercialtrust.com,,,
22,U96.SI,Sembcorp Industries Ltd,1.33,0.02,+1.53%,12326400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,H78.SI,Hongkong Land Holdings Limited,3.72,-0.06,-1.59%,5723000,HM EX,Real Estate,"Hongkong Land Holdings Limited, together with its subsidiaries, engages in the investment, development, and management of properties in Hong Kong, Macau, Mainland China, Southeast Asia, and internationally. The company operates in two segments, Investment Properties and Development Properties. It owns and manages approximately 850,000 square meters of office and luxury retail property primarily in Hong Kong, Singapore, Beijing, and Jakarta. The company also develops and sells residential properties. In addition, it is involved in hotel investment, finance, and project management businesses. The company was founded in 1889 and is based in Hamilton, Bermuda. Hongkong Land Holdings Limited is a subsidiary of Jardine Strategic Holdings Limited.",Hamilton,441-292-0515,Bermuda,http://www.hkland.com,1.0,Jardine House,,Real Estate—Development,33-35 Reid Street,3.78,3.78,4.0179286,0.05820106,,,3.8,,1723000.0,,3.78,3.822,0.22,3.78,,1723000.0,,,,0.12,1597881600.0,1.153614,,,3.69,4.0,USD,,5723000.0,,,,8682107904.0,,,2322615.0,3.7166557,3.69,3.7,,0.0,5723000.0,5.9,8.266667,,,3.46,3.69,False,0.0313,0.0,3.8,SES,HongkongLand USD,Hongkong Land Holdings Limited,Asia/Singapore,SGT,False,28800000,EQUITY,H78.SI,finmb_410364,sg_market,,6.215,,-0.8735,12.8,-0.3391608,,0.45,,2333900032.0,,,15.41,,,,1577750400.0,0.14595,-2040499968.0,-0.874,,0.121969104,0.24140169,0.50418,1640908800.0,1593475200.0,,,1157240976.0,14518620160.0,,,,,,,,,,,,,,3.78,https://logo.clearbit.com/hkland.com,2403.0,,
24,S63.SI,Singapore Technologies Engineering Ltd,3.41,0.06,+1.79%,8496200,567710,Industrials,"Singapore Technologies Engineering Ltd, an investment holding company, operates as a technology, defense, and engineering company worldwide. The company's Aerospace segment offers aircraft maintenance, engineering, and training services for military and commercial aircraft operators. Its services include airframe, component, and engine maintenance, repair, and overhaul; aircraft design engineering and parts manufacturing; and aviation materials and asset management, as well as pilot training services. The company's Electronics segment engages in the design, development, and delivery of information communications technologies (ICT) products, solutions, and services for smart cities connectivity, mobility, and security. Its Land Systems segment offers customized land systems, security solutions, and their related through-life support for defense, homeland security, and commercial applications. The company's Marine segment offers defence and commercial solutions to the marine, offshore, and environmental engineering industries. This segment's services include shipbuilding, repair, and conversion, as well as environmental engineering services. Its Others segment is involved in the research and development activities; and provision of engineering products and solutions, and treasury services, as well as management, consultancy, and other support services. The company was incorporated in 1997 and is headquartered in Singapore.",Singapore,65 6722 1818,Singapore,http://www.stengg.com,1.0,"No. 07-01, ST Engineering Hub",,Aerospace & Defense,1 Ang Mo Kio Electronics Park Road,3.35,3.37,3.359357,0.044776123,0.831,,3.42,,3609325.0,,3.35,3.3805714,0.15,3.37,,3609325.0,,,,0.15,1597968000.0,0.738554,,,3.36,4.0,SGD,18.83978,8496200.0,,,,10627606528.0,,,5047782.0,1.3403727,3.36,3.41,,0.0,8496200.0,4.42,17.947369,,3.79,2.78,3.4,False,0.0448,0.0,3.42,SES,ST Engineering,Singapore Technologies Engineering Ltd,Asia/Singapore,SGT,False,28800000,EQUITY,S63.SI,finmb_782401,sg_market,,1.56,,0.0714,12.802,-0.13881755,,0.19,,3116600064.0,,,0.715,,,,1577750400.0,0.67581004,566108992.0,0.181,,0.121969104,4.769231,0.0127,1640908800.0,1593475200.0,,,1508109241.0,12365092864.0,,,,,,-0.068,,,,,,,,3.37,https://logo.clearbit.com/stengg.com,23000.0,,
25,D01.SI,Dairy Farm International Holdings Limited,3.97,0.07,+1.79%,2480800,,Consumer Defensive,"Dairy Farm International Holdings Limited operates as a retailer in Asia. It operates through five segments: Food, Health and Beauty, Home Furnishings, Restaurants, and Other Retailing. The company operates supermarkets and hypermarkets under the Wellcome, Yonghui, Cold Storage, Jasons MarketPlace, Giant, Hero, Mercato, Oliver's, 3hreesixty, San Miu, and Lucky brands; and convenience stores under the 7-Eleven brand. It also operates health and beauty stores under the Mannings, Guardian, Rose Pharmacy, and GNC brands; and home furnishings stores under the IKEA name, as well as restaurants under the Maxim's brand. In addition, the company operates department stores, and specialty and do-it-yourself stores. As of December 31, 2019, it operated 10,533 outlets in 12 countries and territories. The company was founded in 1886 and is based in Quarry Bay, Hong Kong. Dairy Farm International Holdings Limited is a subsidiary of Jardine Strategic Holdings Limited.",Quarry Bay,852 2299 1888,Hong Kong,http://www.dairyfarmgroup.com,1.0,Devon House,852 2299 4888,Grocery Stores,"11th Floor Taikoo Place, 979 Kingâs Road P.O. Box 286",3.9,3.9,4.4758573,0.049999997,1.0886,,3.99,,1173350.0,,3.9,4.1514287,0.195,3.9,,1173350.0,,,,0.1,1597881600.0,0.192771,,,3.9,4.0,USD,20.569948,2480800.0,,,,5370219008.0,,,745954.0,0.50323474,3.9,3.98,,0.0,2480800.0,6.89,9.022727,,3.05,3.48,3.97,False,0.025999999,0.0,3.99,SES,DairyFarm USD,Dairy Farm International Holdings Limited,Asia/Singapore,SGT,False,28800000,EQUITY,D01.SI,finmb_875503,sg_market,,0.906,,0.02447,20.583,-0.4135338,,0.44,,1352679936.0,,,0.817,,,,1577750400.0,0.103719994,261100000.0,0.193,,0.121969104,4.8592415,0.77778,1640908800.0,1593475200.0,,,300881061.0,9663729664.0,,,,,,-0.352,,,,,,,,3.9,https://logo.clearbit.com/dairyfarmgroup.com,240000.0,,
26,BN4.SI,Keppel Corporation Limited,4.28,0.08,+1.90%,4608900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,U14.SI,UOL Group Limited,6.68,-0.15,-2.20%,2938800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,J36.SI,Jardine Matheson Holdings Limited,40.53,-0.97,-2.34%,627900,,Industrials,"Jardine Matheson Holdings Limited, through its subsidiaries, engages in the motor vehicles and related operations, property investment and development, food retailing, home furnishings, engineering and construction, and transportation businesses. It is also involved in the insurance brokerage, financial services, heavy equipment, mining, and agribusinesses. The company offers ground handling, and aviation and travel agency services; and engineering, sourcing, and contracting services, as well as owns and operates air cargo terminals, and invests in residential properties. It is also involved in the Pizza Hut and KFC restaurants operations; designing, engineering, installation, maintenance, and modernization of lifts, escalators, and moving walkways; corporate travel management; and provision of ticketing services to other travel agents, and technology and consultancy solutions. In addition, the company sells and services motor vehicles; invests in, owns, develops, and manages office and retail properties; operates outlets, including supermarkets, hypermarkets, convenience stores, health and beauty stores, home furnishings stores, and restaurants; invests in and manages a portfolio of deluxe and first class hotels, resorts, and residences; and provides automobile and motorcycle products. Further, it engages in the motor dealerships, financing, dairy, and cement businesses. Additionally, the company is involved in automotive, financial, construction, energy, infrastructure, logistics, and information technology businesses. It operates in Greater China, Southeast Asia, the United Kingdom, and internationally. The company was founded in 1832 and is based in Hamilton, Bermuda. Jardine Matheson Holdings Limited is a subsidiary of Jardine Strategic Holdings Limited.",Hamilton,,Bermuda,http://www.jardines.com,1.0,Jardine House,,Conglomerates,4th Floor 33-35 Reid Street,41.5,40.92,44.12893,0.041445784,,,41.3,,230725.0,,41.5,40.550858,1.72,40.92,,230725.0,,,,0.88,1597881600.0,0.287349,,,39.99,2.0,USD,,627900.0,,,,44424523776.0,,,399023.0,1.2119304,39.99,40.3,,0.0,627900.0,59.68,8.1713705,,2.74,37.37,40.53,False,0.0209,0.0,41.3,SES,JMH USD,Jardine Matheson Holdings Limited,Asia/Singapore,SGT,False,28800000,EQUITY,J36.SI,finmb_873710,sg_market,,1.656,,-0.00521,14.068,-0.24900466,,4.96,,727787008.0,,,77.768,,,,1577750400.0,0.09864,-191000000.0,-0.517,,0.121969104,0.5211655,0.67493,1640908800.0,1593475200.0,,,249323130.0,60710199296.0,,,,,,,,,,,,,,40.92,https://logo.clearbit.com/jardines.com,464000.0,,
29,S68.SI,Singapore Exchange Limited,9.03,0.44,+5.12%,9495800,068804,Financial Services,"Singapore Exchange Limited, together with its subsidiaries, operates an integrated securities exchange and derivatives exchange, and related clearing houses in Singapore.  The company's Fixed Income, Currencies, and Commodities segment offers fixed income issuer, trading and clearing, and collateral management services. Its Equities segment provides issuer, securities trading and clearing, securities settlement and depository management, derivatives trading and clearing, and collateral management services. The company's Data, Connectivity, and Indices segment offers market data, connectivity, and indices services. It also provides counterparty guarantee, and depository and related services for securities and derivatives transactions; bond trading services; front-line regulatory functions; computer and software maintenance; and management consultancy services for index activities. In addition, the company offers membership and management services to related corporations; distributes bulk freight market indices and information; and operates an electricity market, as well as provides administration services for index calculation, risk analyses, and financial research. The company was incorporated in 1999 and is headquartered in Singapore.",Singapore,65 6236 8888,Singapore,http://www.sgx.com,1.0,"No. 02-02, SGX Centre 1",65 6535 6994,Financial Data & Stock Exchanges,2 Shenton Way,8.59,8.68,8.827857,0.0355064,0.6834,,9.03,,2458290.0,,8.59,8.616286,0.305,8.68,,2458290.0,,,,0.32,1601510400.0,0.363253,,,8.66,2.0,SGD,20.569475,9495800.0,,,,9652888576.0,,,3312434.0,9.169665,8.66,9.03,,0.0,9495800.0,10.72,24.405405,,3.94,7.96,9.01,False,0.0373,0.0,9.03,SES,SGX,Singapore Exchange Limited,Asia/Singapore,SGT,False,28800000,EQUITY,S68.SI,finmb_2445989,sg_market,,8.111,,0.44819,14.409,0.022619128,,0.37,,1068979968.0,,,1.165,,,,1593475200.0,0.18131,471815008.0,0.439,,0.121969104,7.751073,0.23566,1656547200.0,1593475200.0,,,815759148.0,8538235904.0,,,,,,0.165,,,,,,,,8.68,https://logo.clearbit.com/sgx.com,846.0,,
